Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Negative/Case01-2-N2 Alert Notification For Mandatory Field On First Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:54:31,27-11-2025 20:55:22,"51,516s",PASSED
"DATA BINDING - {""(Default) First..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:54:31,27-11-2025 20:54:32,"1,132s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:54:32,27-11-2025 20:54:57,"24,611s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:54:57,27-11-2025 20:54:57,"0,036s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:54:57,27-11-2025 20:54:59,"2,017s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:54:59,27-11-2025 20:55:05,"6,361s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_firstName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:55:05,27-11-2025 20:55:06,"0,487s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:55:06,27-11-2025 20:55:08,"2,018s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_firstName""), Firstname)",Chrome 142.0.7444.176,,,27-11-2025 20:55:08,27-11-2025 20:55:08,"0,648s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:55:08,27-11-2025 20:55:10,"2,004s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:55:10,27-11-2025 20:55:11,"0,249s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:55:11,27-11-2025 20:55:13,"2,016s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:55:13,27-11-2025 20:55:13,"0,246s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:55:13,27-11-2025 20:55:15,"2,012s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:55:15,27-11-2025 20:55:15,"0,252s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:55:15,27-11-2025 20:55:17,"2,007s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:55:17,27-11-2025 20:55:17,"0,351s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:55:17,27-11-2025 20:55:19,"2,006s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_firstName""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:55:19,27-11-2025 20:55:20,"0,251s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:55:20,27-11-2025 20:55:22,"2,004s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:55:22,27-11-2025 20:55:22,"0,241s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_firstName""))",Chrome 142.0.7444.176,,,27-11-2025 20:55:22,27-11-2025 20:55:22,"0,311s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Firstname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:55:22,27-11-2025 20:55:22,"0,236s",PASSED
,,,,,,,
Test Cases/Negative/Case01-3-N3 Alert Notification For Mandatory Field On Last Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:55:22,27-11-2025 20:56:10,"48,002s",PASSED
"DATA BINDING - {""(Default) Lastn..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:55:23,27-11-2025 20:55:24,"1,365s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:55:24,27-11-2025 20:55:51,"27,108s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:55:51,27-11-2025 20:55:51,"0,028s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:55:51,27-11-2025 20:55:53,"2,010s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:55:53,27-11-2025 20:55:53,"0,254s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:55:53,27-11-2025 20:55:54,"0,253s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:55:54,27-11-2025 20:55:56,"2,006s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 20:55:56,27-11-2025 20:55:56,"0,636s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:55:56,27-11-2025 20:55:58,"2,005s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:55:58,27-11-2025 20:55:58,"0,249s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:55:58,27-11-2025 20:56:00,"2,013s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:56:00,27-11-2025 20:56:01,"0,256s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:01,27-11-2025 20:56:03,"2,007s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:56:03,27-11-2025 20:56:03,"0,251s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:03,27-11-2025 20:56:05,"2,019s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:56:05,27-11-2025 20:56:05,"0,348s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:05,27-11-2025 20:56:07,"2,019s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_lastName""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:56:07,27-11-2025 20:56:08,"0,254s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:08,27-11-2025 20:56:10,"2,012s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:56:10,27-11-2025 20:56:10,"0,258s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_lastName""))",Chrome 142.0.7444.176,,,27-11-2025 20:56:10,27-11-2025 20:56:10,"0,322s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Lastname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:56:10,27-11-2025 20:56:10,"0,239s",PASSED
,,,,,,,
Test Cases/Negative/Case01-3-N3 Alert Notification For Mandatory Field On Last Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:56:10,27-11-2025 20:56:36,"25,529s",PASSED
"DATA BINDING - {""(Default) Lastn..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:56:10,27-11-2025 20:56:11,"0,936s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:56:11,27-11-2025 20:56:17,"5,154s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:56:17,27-11-2025 20:56:17,"0,041s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:17,27-11-2025 20:56:19,"2,008s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:56:19,27-11-2025 20:56:19,"0,264s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:56:19,27-11-2025 20:56:19,"0,254s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:19,27-11-2025 20:56:21,"2,014s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 20:56:21,27-11-2025 20:56:22,"0,630s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:22,27-11-2025 20:56:24,"2,004s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:56:24,27-11-2025 20:56:24,"0,247s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:24,27-11-2025 20:56:26,"2,011s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:56:26,27-11-2025 20:56:26,"0,251s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:26,27-11-2025 20:56:28,"2,006s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:56:28,27-11-2025 20:56:29,"0,253s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:29,27-11-2025 20:56:31,"2,005s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:56:31,27-11-2025 20:56:31,"0,332s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:31,27-11-2025 20:56:33,"2,007s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_lastName""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:56:33,27-11-2025 20:56:33,"0,237s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:33,27-11-2025 20:56:35,"2,011s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:56:35,27-11-2025 20:56:35,"0,229s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_lastName""))",Chrome 142.0.7444.176,,,27-11-2025 20:56:35,27-11-2025 20:56:36,"0,369s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Lastname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:56:36,27-11-2025 20:56:36,"0,245s",PASSED
,,,,,,,
Test Cases/Negative/Case01-3-N3 Alert Notification For Mandatory Field On Last Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:56:36,27-11-2025 20:57:04,"27,688s",PASSED
"DATA BINDING - {""(Default) Lastn..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:56:36,27-11-2025 20:56:37,"0,986s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:56:37,27-11-2025 20:56:44,"7,332s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:56:44,27-11-2025 20:56:44,"0,029s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:44,27-11-2025 20:56:46,"2,004s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:56:46,27-11-2025 20:56:47,"0,251s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:56:47,27-11-2025 20:56:47,"0,255s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:47,27-11-2025 20:56:49,"2,015s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 20:56:49,27-11-2025 20:56:50,"0,640s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:50,27-11-2025 20:56:52,"2,009s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:56:52,27-11-2025 20:56:52,"0,248s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:52,27-11-2025 20:56:54,"2,007s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:56:54,27-11-2025 20:56:54,"0,249s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:54,27-11-2025 20:56:56,"2,007s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:56:56,27-11-2025 20:56:56,"0,241s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:56,27-11-2025 20:56:58,"2,008s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:56:58,27-11-2025 20:56:59,"0,325s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:56:59,27-11-2025 20:57:01,"2,003s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_lastName""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:57:01,27-11-2025 20:57:01,"0,256s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:57:01,27-11-2025 20:57:03,"2,009s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:57:03,27-11-2025 20:57:03,"0,244s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_lastName""))",Chrome 142.0.7444.176,,,27-11-2025 20:57:03,27-11-2025 20:57:03,"0,318s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Lastname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:57:03,27-11-2025 20:57:04,"0,237s",PASSED
,,,,,,,
Test Cases/Negative/Case01-4-N4 Alert Notification For Mandatory Field On Gender Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:57:04,27-11-2025 20:57:49,"45,358s",PASSED
"DATA BINDING - {""(Default) Gende..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:57:04,27-11-2025 20:57:05,"1,482s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:57:05,27-11-2025 20:57:31,"25,377s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:57:31,27-11-2025 20:57:31,"0,027s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:57:31,27-11-2025 20:57:33,"2,013s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/label_Male""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:57:33,27-11-2025 20:57:33,"0,255s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/label_Male""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:57:33,27-11-2025 20:57:33,"0,255s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:57:33,27-11-2025 20:57:35,"2,016s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:57:35,27-11-2025 20:57:35,"0,234s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:57:35,27-11-2025 20:57:37,"2,015s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:57:37,27-11-2025 20:57:38,"0,255s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:57:38,27-11-2025 20:57:40,"2,010s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:57:40,27-11-2025 20:57:40,"0,240s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:57:40,27-11-2025 20:57:42,"2,009s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:57:42,27-11-2025 20:57:42,"0,327s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:57:42,27-11-2025 20:57:44,"2,012s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/label_Male""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:57:44,27-11-2025 20:57:45,"0,241s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:57:45,27-11-2025 20:57:47,"2,016s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/label_Male""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:57:47,27-11-2025 20:57:47,"0,244s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:57:47,27-11-2025 20:57:49,"2,014s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Gender_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:57:49,27-11-2025 20:57:49,"0,253s",PASSED
,,,,,,,
Test Cases/Negative/Case01-4-N4 Alert Notification For Mandatory Field On Gender Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:57:49,27-11-2025 20:58:16,"26,926s",PASSED
"DATA BINDING - {""(Default) Gende..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:57:49,27-11-2025 20:57:50,"1,229s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:57:50,27-11-2025 20:57:58,"7,264s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:57:58,27-11-2025 20:57:58,"0,031s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:57:58,27-11-2025 20:58:00,"2,014s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/label_Male""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:58:00,27-11-2025 20:58:00,"0,253s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/label_Male""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:58:00,27-11-2025 20:58:00,"0,252s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:58:00,27-11-2025 20:58:02,"2,011s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:58:02,27-11-2025 20:58:02,"0,243s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:58:02,27-11-2025 20:58:04,"2,010s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:58:04,27-11-2025 20:58:05,"0,248s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:58:05,27-11-2025 20:58:07,"2,004s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:58:07,27-11-2025 20:58:07,"0,258s",PASSED
