Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:16:47,27-11-2025 22:16:49,"2,020s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:16:49,27-11-2025 22:16:50,"0,336s",PASSED
"click(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""))",Chrome 142.0.7444.176,,,27-11-2025 22:16:50,27-11-2025 22:16:50,"0,735s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Mobile_Number_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:16:50,27-11-2025 22:16:51,"0,452s",PASSED
,,,,,,,
Test Cases/Negative/Case01-6-N6 Alert Notification For Min Length On Mobile Number Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 22:16:51,27-11-2025 22:17:27,"35,995s",PASSED
"DATA BINDING - {""MobileNumber"":""1234567""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 22:16:51,27-11-2025 22:16:53,"2,403s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 22:16:53,27-11-2025 22:17:05,"12,092s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 22:17:05,27-11-2025 22:17:05,"0,046s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:17:05,27-11-2025 22:17:08,"2,024s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:17:08,27-11-2025 22:17:08,"0,323s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:17:08,27-11-2025 22:17:08,"0,309s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:17:08,27-11-2025 22:17:10,"2,016s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), MobileNumber)",Chrome 142.0.7444.176,,,27-11-2025 22:17:10,27-11-2025 22:17:12,"1,588s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:17:12,27-11-2025 22:17:14,"2,012s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:17:14,27-11-2025 22:17:14,"0,264s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:17:14,27-11-2025 22:17:16,"2,020s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 22:17:16,27-11-2025 22:17:16,"0,317s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:17:16,27-11-2025 22:17:18,"2,008s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:17:18,27-11-2025 22:17:19,"0,316s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:17:19,27-11-2025 22:17:21,"2,016s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 22:17:21,27-11-2025 22:17:21,"0,492s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:17:21,27-11-2025 22:17:23,"2,021s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:17:23,27-11-2025 22:17:24,"0,371s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:17:24,27-11-2025 22:17:26,"2,016s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:17:26,27-11-2025 22:17:26,"0,354s",PASSED
"click(findTestObject(""Page_DEMOQA/input_(10 Digits)_userNumber""))",Chrome 142.0.7444.176,,,27-11-2025 22:17:26,27-11-2025 22:17:27,"0,611s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Mobile_Number_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:17:27,27-11-2025 22:17:27,"0,289s",PASSED
,,,,,,,
Test Cases/Negative/Case01-6-N6 Alert Notification For Min Length On Mobile Number Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 22:17:27,27-11-2025 22:17:51,"23,862s",FAILED
"DATA BINDING - {""MobileNumber"":""1234567""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 22:17:27,27-11-2025 22:17:29,"2,337s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 22:17:29,27-11-2025 22:17:51,"21,468s",FAILED
