Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 21:58:16,27-11-2025 21:58:16,"0,316s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:58:16,27-11-2025 21:58:18,"2,020s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 21:58:18,27-11-2025 21:58:19,"0,482s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:58:19,27-11-2025 21:58:21,"2,019s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_firstName""), 0)",Chrome 142.0.7444.176,,,27-11-2025 21:58:21,27-11-2025 21:58:21,"0,293s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:58:21,27-11-2025 21:58:23,"2,014s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:58:23,27-11-2025 21:58:23,"0,290s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_firstName""))",Chrome 142.0.7444.176,,,27-11-2025 21:58:23,27-11-2025 21:58:24,"0,467s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Firstname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:58:24,27-11-2025 21:58:24,"0,269s",PASSED
,,,,,,,
Test Cases/Negative/Case01-2-N2 Alert Notification For Mandatory Field On First Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 21:58:24,27-11-2025 21:58:57,"33,197s",PASSED
"DATA BINDING - {""(Default) First..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 21:58:24,27-11-2025 21:58:26,"1,893s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 21:58:26,27-11-2025 21:58:36,"10,093s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 21:58:36,27-11-2025 21:58:36,"0,058s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:58:36,27-11-2025 21:58:38,"2,011s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:58:38,27-11-2025 21:58:40,"1,366s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_firstName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 21:58:40,27-11-2025 21:58:40,"0,289s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:58:40,27-11-2025 21:58:42,"2,023s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_firstName""), Firstname)",Chrome 142.0.7444.176,,,27-11-2025 21:58:42,27-11-2025 21:58:43,"0,906s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:58:43,27-11-2025 21:58:45,"2,012s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 21:58:45,27-11-2025 21:58:45,"0,264s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:58:45,27-11-2025 21:58:47,"2,017s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 21:58:47,27-11-2025 21:58:47,"0,280s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:58:47,27-11-2025 21:58:49,"2,008s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 21:58:49,27-11-2025 21:58:50,"0,275s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:58:50,27-11-2025 21:58:52,"2,016s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 21:58:52,27-11-2025 21:58:52,"0,401s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:58:52,27-11-2025 21:58:54,"2,005s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_firstName""), 0)",Chrome 142.0.7444.176,,,27-11-2025 21:58:54,27-11-2025 21:58:54,"0,258s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:58:54,27-11-2025 21:58:56,"2,019s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:58:56,27-11-2025 21:58:57,"0,284s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_firstName""))",Chrome 142.0.7444.176,,,27-11-2025 21:58:57,27-11-2025 21:58:57,"0,414s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Firstname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:58:57,27-11-2025 21:58:57,"0,265s",PASSED
,,,,,,,
Test Cases/Negative/Case01-2-N2 Alert Notification For Mandatory Field On First Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 21:58:57,27-11-2025 22:00:08,"1m - 10,866s",PASSED
"DATA BINDING - {""(Default) First..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 21:58:57,27-11-2025 21:58:59,"2,056s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 21:58:59,27-11-2025 21:59:49,"49,158s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 21:59:49,27-11-2025 21:59:49,"0,047s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:59:49,27-11-2025 21:59:51,"2,016s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 21:59:51,27-11-2025 21:59:51,"0,268s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_firstName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 21:59:51,27-11-2025 21:59:51,"0,263s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:59:51,27-11-2025 21:59:53,"2,016s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_firstName""), Firstname)",Chrome 142.0.7444.176,,,27-11-2025 21:59:53,27-11-2025 21:59:54,"0,661s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:59:54,27-11-2025 21:59:56,"2,018s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 21:59:56,27-11-2025 21:59:56,"0,235s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:59:56,27-11-2025 21:59:58,"2,012s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 21:59:58,27-11-2025 21:59:58,"0,254s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 21:59:58,27-11-2025 22:00:00,"2,014s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:00:00,27-11-2025 22:00:01,"0,271s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:00:01,27-11-2025 22:00:03,"2,013s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 22:00:03,27-11-2025 22:00:03,"0,395s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:00:03,27-11-2025 22:00:05,"2,006s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_firstName""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:00:05,27-11-2025 22:00:05,"0,266s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:00:05,27-11-2025 22:00:07,"2,015s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_firstName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:00:07,27-11-2025 22:00:08,"0,258s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_firstName""))",Chrome 142.0.7444.176,,,27-11-2025 22:00:08,27-11-2025 22:00:08,"0,342s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Firstname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:00:08,27-11-2025 22:00:08,"0,239s",PASSED
,,,,,,,
Test Cases/Negative/Case01-3-N3 Alert Notification For Mandatory Field On Last Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 22:00:08,27-11-2025 22:01:07,"58,936s",PASSED
"DATA BINDING - {""(Default) Lastn..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 22:00:08,27-11-2025 22:00:10,"1,469s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 22:00:10,27-11-2025 22:00:47,"37,762s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 22:00:47,27-11-2025 22:00:48,"0,040s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:00:48,27-11-2025 22:00:50,"2,015s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:00:50,27-11-2025 22:00:50,"0,269s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:00:50,27-11-2025 22:00:50,"0,266s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:00:50,27-11-2025 22:00:52,"2,011s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 22:00:52,27-11-2025 22:00:53,"0,680s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:00:53,27-11-2025 22:00:55,"2,014s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:00:55,27-11-2025 22:00:55,"0,243s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:00:55,27-11-2025 22:00:57,"2,007s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 22:00:57,27-11-2025 22:00:57,"0,256s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:00:57,27-11-2025 22:00:59,"2,012s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:00:59,27-11-2025 22:01:00,"0,273s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:01:00,27-11-2025 22:01:02,"2,007s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 22:01:02,27-11-2025 22:01:02,"0,371s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:01:02,27-11-2025 22:01:04,"2,006s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_lastName""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:01:04,27-11-2025 22:01:04,"0,253s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:01:04,27-11-2025 22:01:06,"2,019s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:01:06,27-11-2025 22:01:06,"0,242s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_lastName""))",Chrome 142.0.7444.176,,,27-11-2025 22:01:06,27-11-2025 22:01:07,"0,363s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Lastname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:01:07,27-11-2025 22:01:07,"0,260s",PASSED
,,,,,,,
Test Cases/Negative/Case01-3-N3 Alert Notification For Mandatory Field On Last Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 22:01:07,27-11-2025 22:01:50,"43,056s",PASSED
"DATA BINDING - {""(Default) Lastn..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 22:01:07,27-11-2025 22:01:09,"2,074s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 22:01:09,27-11-2025 22:01:31,"21,491s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 22:01:31,27-11-2025 22:01:31,"0,049s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:01:31,27-11-2025 22:01:33,"2,018s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:01:33,27-11-2025 22:01:33,"0,269s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:01:33,27-11-2025 22:01:33,"0,250s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:01:33,27-11-2025 22:01:35,"2,018s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 22:01:35,27-11-2025 22:01:36,"0,661s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:01:36,27-11-2025 22:01:38,"2,008s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:01:38,27-11-2025 22:01:38,"0,243s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:01:38,27-11-2025 22:01:40,"2,005s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 22:01:40,27-11-2025 22:01:40,"0,250s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:01:40,27-11-2025 22:01:42,"2,018s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:01:42,27-11-2025 22:01:43,"0,254s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:01:43,27-11-2025 22:01:45,"2,010s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 22:01:45,27-11-2025 22:01:45,"0,338s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:01:45,27-11-2025 22:01:47,"2,016s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_lastName""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:01:47,27-11-2025 22:01:47,"0,244s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:01:47,27-11-2025 22:01:49,"2,007s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:01:49,27-11-2025 22:01:50,"0,234s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_lastName""))",Chrome 142.0.7444.176,,,27-11-2025 22:01:50,27-11-2025 22:01:50,"0,328s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Lastname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:01:50,27-11-2025 22:01:50,"0,248s",PASSED
,,,,,,,
Test Cases/Negative/Case01-3-N3 Alert Notification For Mandatory Field On Last Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 22:01:50,27-11-2025 22:02:20,"29,703s",PASSED
"DATA BINDING - {""(Default) Lastn..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 22:01:50,27-11-2025 22:01:53,"2,488s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 22:01:53,27-11-2025 22:02:00,"7,535s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 22:02:00,27-11-2025 22:02:00,"0,037s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:00,27-11-2025 22:02:02,"2,009s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:02:02,27-11-2025 22:02:02,"0,251s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:02:02,27-11-2025 22:02:03,"0,252s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:03,27-11-2025 22:02:05,"2,012s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 22:02:05,27-11-2025 22:02:05,"0,649s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:05,27-11-2025 22:02:07,"2,016s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:02:07,27-11-2025 22:02:08,"0,250s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:08,27-11-2025 22:02:10,"2,015s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 22:02:10,27-11-2025 22:02:10,"0,254s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:10,27-11-2025 22:02:12,"2,016s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:02:12,27-11-2025 22:02:12,"0,266s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:12,27-11-2025 22:02:14,"2,014s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 22:02:14,27-11-2025 22:02:15,"0,345s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:15,27-11-2025 22:02:17,"2,021s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_lastName""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:02:17,27-11-2025 22:02:17,"0,255s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:17,27-11-2025 22:02:19,"2,012s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:02:19,27-11-2025 22:02:19,"0,256s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_lastName""))",Chrome 142.0.7444.176,,,27-11-2025 22:02:19,27-11-2025 22:02:20,"0,481s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Lastname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:02:20,27-11-2025 22:02:20,"0,248s",PASSED
,,,,,,,
Test Cases/Negative/Case01-4-N4 Alert Notification For Mandatory Field On Gender Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 22:02:20,27-11-2025 22:03:06,"46,409s",PASSED
"DATA BINDING - {""(Default) Gende..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 22:02:20,27-11-2025 22:02:23,"2,574s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 22:02:23,27-11-2025 22:02:48,"25,160s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 22:02:48,27-11-2025 22:02:48,"0,033s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:48,27-11-2025 22:02:50,"2,006s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/label_Male""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:02:50,27-11-2025 22:02:50,"0,257s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/label_Male""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:02:50,27-11-2025 22:02:50,"0,272s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:50,27-11-2025 22:02:52,"2,020s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:02:52,27-11-2025 22:02:53,"0,244s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:53,27-11-2025 22:02:55,"2,014s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 22:02:55,27-11-2025 22:02:55,"0,257s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:55,27-11-2025 22:02:57,"2,004s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:02:57,27-11-2025 22:02:57,"0,264s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:57,27-11-2025 22:02:59,"2,014s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 22:02:59,27-11-2025 22:02:59,"0,364s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:02:59,27-11-2025 22:03:01,"2,005s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/label_Male""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:03:01,27-11-2025 22:03:02,"0,270s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:02,27-11-2025 22:03:04,"2,008s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/label_Male""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:03:04,27-11-2025 22:03:04,"0,260s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:04,27-11-2025 22:03:06,"2,011s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Gender_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 22:03:06,27-11-2025 22:03:06,"0,264s",PASSED
,,,,,,,
Test Cases/Negative/Case01-4-N4 Alert Notification For Mandatory Field On Gender Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 22:03:06,27-11-2025 22:03:55,"48,470s",PASSED
"DATA BINDING - {""(Default) Gende..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 22:03:06,27-11-2025 22:03:09,"2,484s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 22:03:09,27-11-2025 22:03:36,"27,436s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 22:03:36,27-11-2025 22:03:36,"0,046s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:36,27-11-2025 22:03:38,"2,004s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/label_Male""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:03:38,27-11-2025 22:03:39,"0,252s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/label_Male""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:03:39,27-11-2025 22:03:39,"0,278s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:39,27-11-2025 22:03:41,"2,014s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 22:03:41,27-11-2025 22:03:41,"0,261s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:41,27-11-2025 22:03:43,"2,011s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 22:03:43,27-11-2025 22:03:43,"0,255s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 22:03:43,27-11-2025 22:03:45,"2,011s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 22:03:45,27-11-2025 22:03:46,"0,255s",PASSED
