Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Page_DEMOQA/input_Name_lastName_old""))",Chrome 142.0.7444.176,,,27-11-2025 20:18:36,27-11-2025 20:18:46,"10,361s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Lastname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:18:46,27-11-2025 20:18:52,"6,278s",PASSED
,,,,,,,
Test Cases/Negative/Case01-3-N3 Alert Notification For Mandatory Field On Last Name Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:18:52,27-11-2025 20:19:40,"47,425s",PASSED
"DATA BINDING - {""(Default) Lastn..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:18:52,27-11-2025 20:18:54,"1,951s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:18:54,27-11-2025 20:19:19,"24,643s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:19:19,27-11-2025 20:19:19,"0,029s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:19:19,27-11-2025 20:19:21,"2,004s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:19:21,27-11-2025 20:19:23,"1,664s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:19:23,27-11-2025 20:19:23,"0,264s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:19:23,27-11-2025 20:19:25,"2,005s",PASSED
"setText(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), Lastname)",Chrome 142.0.7444.176,,,27-11-2025 20:19:25,27-11-2025 20:19:25,"0,638s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:19:25,27-11-2025 20:19:27,"2,013s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:19:27,27-11-2025 20:19:28,"0,249s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:19:28,27-11-2025 20:19:30,"2,016s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:19:30,27-11-2025 20:19:30,"0,254s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:19:30,27-11-2025 20:19:32,"2,004s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:19:32,27-11-2025 20:19:32,"0,242s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:19:32,27-11-2025 20:19:34,"2,008s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:19:34,27-11-2025 20:19:35,"0,319s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:19:35,27-11-2025 20:19:37,"2,006s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:19:37,27-11-2025 20:19:37,"0,255s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:19:37,27-11-2025 20:19:39,"2,009s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/input_Name_lastName_old""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:19:39,27-11-2025 20:19:39,"0,245s",PASSED
"click(findTestObject(""Page_DEMOQA/input_Name_lastName_old""))",Chrome 142.0.7444.176,,,27-11-2025 20:19:39,27-11-2025 20:19:39,"0,351s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Lastname_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:19:39,27-11-2025 20:19:40,"0,240s",PASSED
,,,,,,,
Test Cases/Negative/Case01-4-N4 Alert Notification For Mandatory Field On Gender Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:19:40,27-11-2025 20:20:27,"46,914s",PASSED
"DATA BINDING - {""(Default) Gende..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:19:40,27-11-2025 20:19:42,"1,949s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:19:42,27-11-2025 20:20:08,"26,446s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:20:08,27-11-2025 20:20:08,"0,029s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:20:08,27-11-2025 20:20:10,"2,007s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/label_Male_old""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:20:10,27-11-2025 20:20:10,"0,255s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/label_Male_old""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:20:10,27-11-2025 20:20:11,"0,251s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:20:11,27-11-2025 20:20:13,"2,005s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:20:13,27-11-2025 20:20:13,"0,262s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:20:13,27-11-2025 20:20:15,"2,016s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:20:15,27-11-2025 20:20:15,"0,249s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:20:15,27-11-2025 20:20:17,"2,006s",PASSED
"verifyElementVisible(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:20:17,27-11-2025 20:20:17,"0,258s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:20:17,27-11-2025 20:20:19,"2,007s",PASSED
"click(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""))",Chrome 142.0.7444.176,,,27-11-2025 20:20:19,27-11-2025 20:20:20,"0,337s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:20:20,27-11-2025 20:20:22,"2,004s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/label_Male_old""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:20:22,27-11-2025 20:20:22,"0,256s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:20:22,27-11-2025 20:20:24,"2,012s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/label_Male_old""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:20:24,27-11-2025 20:20:24,"0,256s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:20:24,27-11-2025 20:20:26,"2,009s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/class_Gender_Invalid""), 8)",Chrome 142.0.7444.176,,,27-11-2025 20:20:26,27-11-2025 20:20:27,"0,247s",PASSED
,,,,,,,
Test Cases/Negative/Case01-4-N4 Alert Notification For Mandatory Field On Gender Field,Chrome 142.0.7444.176,Sebagai Sample,,27-11-2025 20:20:27,27-11-2025 20:21:19,"52,208s",PASSED
"DATA BINDING - {""(Default) Gende..."":""""}",,,,,,,
"openBrowser("""")",Chrome 142.0.7444.176,,,27-11-2025 20:20:27,27-11-2025 20:20:29,"1,981s",PASSED
"navigateToUrl(""https://demoqa.com/automation-practice-form"")",Chrome 142.0.7444.176,,,27-11-2025 20:20:29,27-11-2025 20:20:59,"30,082s",PASSED
maximizeWindow(),Chrome 142.0.7444.176,,,27-11-2025 20:20:59,27-11-2025 20:20:59,"0,033s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:20:59,27-11-2025 20:21:01,"2,017s",PASSED
"verifyElementPresent(findTestObject(""Page_DEMOQA/label_Male_old""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:21:01,27-11-2025 20:21:03,"1,888s",PASSED
"verifyElementVisible(findTestObject(""Page_DEMOQA/label_Male_old""), STOP_ON_FAILURE)",Chrome 142.0.7444.176,,,27-11-2025 20:21:03,27-11-2025 20:21:03,"0,249s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:21:03,27-11-2025 20:21:05,"2,011s",PASSED
"verifyElementPresent(findTestObject(""Object Repository/Page_DEMOQA/button_Submit""), 0)",Chrome 142.0.7444.176,,,27-11-2025 20:21:05,27-11-2025 20:21:05,"0,249s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:21:05,27-11-2025 20:21:07,"2,011s",PASSED
"scrollToElement(findTestObject(""Page_DEMOQA/button_Submit""), 100)",Chrome 142.0.7444.176,,,27-11-2025 20:21:07,27-11-2025 20:21:07,"0,254s",PASSED
delay(2),Chrome 142.0.7444.176,,,27-11-2025 20:21:07,27-11-2025 20:21:09,"2,009s",PASSED
